job_title,company_name,city,fully_anonymous,posting_date_parsed,days_since_posted,primary_category,job_domain,job_domain_group,career_level,years_exp_min,years_exp_max,education_level,contract_type,workplace_mode,is_full_time,is_part_time,is_freelance,is_remote,is_hybrid,is_onsite,salary_disclosed,sal_min,sal_max,sal_min_egp,sal_max_egp,currency,pay_period,technical_skills,soft_skills,skill_count,job_categories
Identity & Access Management (IAM) Specialist,Dewan Architects and Engineers,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,7,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Access Management, Access Control, Information Technology (It), Ssop, Federation (Saml 2.0, Oauth 2.0, Openid Connect), Security, Ticketing Systems']",,9,IT/Software Development | Engineering - Telecom/Technology
IT Business Analyst Manager (AEC),Dewan Architects and Engineers,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Analyst/Research,Data/Analytics,Manager,8,8,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Business Analysis, Analysis, Information Technology (It), Bim, Itil, • Cbap/Ccba, Prince2, Iso 19650']",,8,IT/Software Development | Analyst/Research | Engineering - Telecom/Technology
Data Scientist And Machine learning Engineer - Applied AI & Knowledge Sharing,EpsilonAI,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Entry Level (Junior Level / Fresh Grad),0,3,Bachelor's Degree,Full Time,Hybrid,True,False,False,False,True,False,False,,,,,,,"['Data Science, Machine Learning, Python Programming, Teaching & Instruction, Curriculum Development, Statistical Analysis, Ai Tools & Frameworks, Mentoring, Deep Learning, Mysql Database, Programming Language, Artificial Intelligence (Ai), Artificial Neural Network, Deep Learning Framework']",Communication,14,IT/Software Development | Engineering - Telecom/Technology
Data Analyst – Analytics & Knowledge Delivery,EpsilonAI,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Analyst/Research,Data/Analytics,Entry Level (Junior Level / Fresh Grad),0,3,Bachelor's Degree,Full Time,Hybrid,True,False,False,False,True,False,False,,,,,,,"['Data Analysis, Database Sql Server, Mysql, Data Analytics, Big Data Analytics, Microsoft Excel, Power Bi, Microsoft Power Bi, Tableau, Analytical Thinking, Data Visualization, Sql, Public Speaking, Instructional Design, Remote Collaboration, Cloud, Teaching, Technical Training, Instructor']",Communication,19,IT/Software Development | Analyst/Research
Senior Software Tester,Confidential,Giza,True,2026-03-20 00:00:00,30,IT/Software,Quality,QA/Testing,Experienced (Non-Manager),5,10,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Test, Tester, Software Tester, Software Testing, Testing, Information Technology (It), Agile, QC, Frameworks, Regression, Writing']",,11,IT/Software Development | Quality | Engineering - Telecom/Technology
Senior Flutter Developer,Confidential,Giza,True,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),5,5,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Android, Oop, Css, Html, Information Technology (It), Jquery, Javascript, Json, Telecom Engineering, Flutter, Software Development']",,11,IT/Software Development | Engineering - Telecom/Technology
Senior Database Admin & Developer (SQL),BI-Technologies,Cairo,False,2026-03-20 00:00:00,30,Installation/Maintenance/Repair,Installation/Maintenance/Repair,Field/Support IT,Experienced (Non-Manager),5,5,Bachelor's Degree,Full Time,Hybrid,True,False,False,False,True,False,False,,,,,,,"['Database Administrator, Information Technology (It), Database, Sql, Backend, Api, Backup, Dba, Programming, Security, Software Development']",,11,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology
Software Technical Lead,Efada Technology,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Operations/Management,IT Management,Experienced (Non-Manager),6,15,Bachelor's Degree,Full Time,Fully Remote,True,False,False,True,False,False,False,,,,,,,"['Computer Science, Information Technology (It), Architecture, Aws, Cloud, Project Management']",,6,IT/Software Development | Operations/Management | Engineering - Telecom/Technology
"Backend Developer ""Outsource""",Efada Technology,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),2,7,Bachelor's Degree,Full Time,Fully Remote,True,False,False,True,False,False,False,,,,,,,"['Computer Science, Information Technology (It), Aws, Docker, Git, Nosql, Rest']",,7,IT/Software Development | Engineering - Telecom/Technology
AI & Data Science Engineer,Raya Distribution,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Entry Level (Junior Level / Fresh Grad),1,1,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Computer Engineering, Data Science, Information Technology (It), Python, Sql, Big Data, .Net']",,7,IT/Software Development | Engineering - Telecom/Technology
Magento Developer,Raya Distribution,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Entry Level (Junior Level / Fresh Grad),1,1,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Computer Science, Information Technology (It), Magento, Php, .Net, Html5, Css3, Git, Mysql, Rest, Sql']",,11,IT/Software Development | Engineering - Telecom/Technology
Senior Full Stack (.NET & Angular) Developer,Tafeel,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),4,6,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Css3, Javascript, Java, Sql, Information Technology (It), Html5, Jquery, Json']",,8,IT/Software Development | Engineering - Telecom/Technology | Engineering - Other
Senior AI / LLM Engineer,Tafeel,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),4,7,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Programming, Docker, Cloud, Information Technology (It), Python, Production, Ai/Ml, Llms, Fast Api, Rag']",,10,IT/Software Development
IT Associate,Confidential,Giza,True,2026-03-20 00:00:00,30,Installation/Maintenance/Repair,Installation/Maintenance/Repair,Field/Support IT,Experienced (Non-Manager),3,7,Bachelor's Degree,Part Time,On-site,False,True,False,False,False,True,False,,,,,,,"['Information Technology (It), Java, Information Analysis, Information Systems']",,4,Installation/Maintenance/Repair | IT/Software Development
Technical Support Engineer,Comtec,Cairo,False,2026-03-20 00:00:00,30,Installation/Maintenance/Repair,Installation/Maintenance/Repair,Field/Support IT,Experienced (Non-Manager),2,3,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,['Technical Support'],,1,Installation/Maintenance/Repair | IT/Software Development | Engineering - Mechanical/Electrical
Senior Oracle Database Administrator,Egabi FSI,Cairo,False,2026-03-20 00:00:00,30,Administration,Administration,Other IT,Experienced (Non-Manager),2,5,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Administration, Database Administration, Database, Information Technology (It), Oracle, Ocp, Oca, Oracle Database, Oracle Database Administration, Rac, Sql, Weblogic, Weblogic Server, Banking']",,14,Administration | IT/Software Development | Engineering - Telecom/Technology
Product Manager,Confidential,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Entry Level (Junior Level / Fresh Grad),1,3,Bachelor's Degree,Full Time,Fully Remote,True,False,False,True,False,False,True,8000.0,12000.0,8000.0,12000.0,EGP,Month,"['Market Analysis, Competitor Research, Data Analysis, User Interviews, Product Exploration']",,5,IT/Software Development
System Administrator,فرص نماء للفن السينيمائي,Sharqia,False,2026-03-20 00:00:00,30,Installation/Maintenance/Repair,Installation/Maintenance/Repair,Field/Support IT,Experienced (Non-Manager),2,3,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,True,15000.0,20000.0,15000.0,20000.0,EGP,Month,"['Sophos Xg Firewall, Issabel, Microsoft Windows Server, Cctv System, Vmware Esxi, Pc Troubleshooting, Ccna, Printers, Dhcp, Dns, Information Technology (It), Networking, Lan, System Administration, Troubleshooting']",,15,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology
Wordpress Developer,Just Kall ME,Giza,False,2026-03-20 00:00:00,30,IT/Software,Marketing/PR/Advertising,IT Marketing,Experienced (Non-Manager),3,3,Bachelor's Degree,Freelance,Fully Remote,False,False,True,True,False,False,False,,,,,,,"['Computer Science, Wordpress, Php, Information Technology (It), Dns, Css, Html, Seo']",,8,IT/Software Development | Marketing/PR/Advertising
QC Engineer (Automation),National Technology,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Quality,QA/Testing,Experienced (Non-Manager),1,3,Bachelor's Degree,Full Time,Hybrid,True,False,False,False,True,False,False,,,,,,,"['Istqb, Selenium, Sdlc, Jmeter, QC, Sql, Testing, QA, Computer Engineering']",,9,IT/Software Development | Quality
Senior Media Buyer,Confidential,Cairo,True,2026-03-20 00:00:00,30,IT/Software,Marketing/PR/Advertising,IT Marketing,Experienced (Non-Manager),3,3,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Digital Marketing, E-Marketing, Advertising, Marketing, Social Media, Retail Sales, Seo, Google Analytics, Market Research, Media, Media Buying, Digital Marketing Strategy, Campaign Management, Seo/Sem, Social Media Marketing, Budget Management, Team Leadership']",Sales,17,IT/Software Development | Marketing/PR/Advertising | Sales/Retail
Service Desk Engineer,National technology group,Giza,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),2,2,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Computer Science, Service Desk, Information Technology (It), Technical Support, Troubleshooting']","Customer Service, Communication",5,IT/Software Development
Developer,Royal Palm Holidays,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,7,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,True,25000.0,30000.0,25000.0,30000.0,EGP,Month,"['Front-End Development, Sw Development']",,2,IT/Software Development
Site Reliability Engineer (SRE),Confidential,Cairo,True,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),10,10,Bachelor's Degree,Full Time,Fully Remote,True,False,False,True,False,False,False,,,,,,,"['Cluster, Scaling, Troubleshooting, Gitops, Ci/Cd Pipelines, Automation, Python Scripting, Information Technology (It)']",,8,IT/Software Development
Software Developer,Renewable Energy Pros,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),2,5,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Python, Django Framework, React, Pandas, Pyside, Java, Matplotlib, Sql, Object Oriented Programming, Amazon Aws, Git, Computer Engineering, Renewable Energy, Energy Storage, Data Analysis, Simulation And Modeling']",,16,IT/Software Development | Engineering - Telecom/Technology | Engineering - Other
Software Business Analyst - Project Manager,eBSEG,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Project/Program Management,IT Management,Experienced (Non-Manager),5,7,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Pmp, Analytical, Information Technology (It), Telecommunication, Business Analysis']",Project Management,5,IT/Software Development | Project/Program Management | Analyst/Research
Technical Lead Odoo Developer,Happy Care,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Manager,10,10,No Degree Requirement Listed,Full Time,Hybrid,True,False,False,False,True,False,False,,,,,,,"['Software Development, Erp Software, Odoo, Odoo Development, Python, Python Development, Javascript, Software Deployment, Postgresql, Team Leadership, Team Management, Technical Management, Linux System Administration, Linux Servers, Devops']",Project Management,15,IT/Software Development | Engineering - Telecom/Technology
Senior Full Stack Developer (.net/angular),Tawfeer,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,7,No Degree Requirement Listed,Full Time,Fully Remote,True,False,False,True,False,False,False,,,,,,,"['.Net, Angular, Asp.Net, Javascript, Typescript, Restful Apis, Sql Server, Agile Methodologies, Problem-Solving, Team Collaboration, Git']",Communication Skills,11,IT/Software Development | Engineering - Telecom/Technology
SAP FICO Consultant,Arabiat,Giza,False,2026-02-18 00:00:00,60,Accounting/Finance,Accounting/Finance,IT Finance/ERP,Experienced (Non-Manager),2,3,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Sap Fico, Co Modules, Sap Program, Sap']",,4,Accounting/Finance | IT/Software Development
IT Help Desk,BDO Esnad,Giza,False,2026-02-18 00:00:00,60,Installation/Maintenance/Repair,Installation/Maintenance/Repair,Field/Support IT,Entry Level (Junior Level / Fresh Grad),0,2,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Helpdesk, Cisco Ccna, Cisco Firewall, Troubleshooting, Technical Support, Network Administration, Hardware Repair, Software Installation, Active Directory, Windows Server']","Customer Service, Communication Skills, Problem Solving",10,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology
Front End Team Lead,GET Group- Egypt,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),8,10,No Degree Requirement Listed,Full Time,Hybrid,True,False,False,False,True,False,False,,,,,,,"['Angular, React, Front-End Development, Front-End Web Development']",,4,IT/Software Development
Data Scientist,Aman,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),2,4,Bachelor's Degree,Full Time,Hybrid,True,False,False,False,True,False,True,37000.0,40000.0,37000.0,40000.0,EGP,Month,"['Postgresql, Oracle Database, Ms Sql Databases, Python, Powershell, Bash']",,6,IT/Software Development
Junior Product Designer (AI-Driven Products),Roaya,Cairo,False,2026-02-18 00:00:00,60,Creative/Design/Art,Creative/Design/Art,Design/UX,Entry Level (Junior Level / Fresh Grad),0,2,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Product Design, Ui Design, Ux Design, Figma, Ai Prompting, Apis']",,6,Creative/Design/Art | IT/Software Development | Engineering - Telecom/Technology
Admin & IT Operations Officer,Tawfeer,Cairo,False,2026-02-18 00:00:00,60,Administration,Administration,Other IT,Entry Level (Junior Level / Fresh Grad),1,3,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Administration Affairs, Administrative Affairs, Helpdesk, It Support, Troubleshooting, System Administration, Office Management, Vendor Management, Problem-Solving, Technical Support, Hardware Maintenance']",Communication Skills,11,Administration | IT/Software Development
Product Owner,MTS-IT,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Project/Program Management,IT Management,Experienced (Non-Manager),4,4,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Information Technology (It), Professional Scrum Master, Software Product Owner, Computer Science']",Project Management,4,IT/Software Development | Project/Program Management
System Administrator,Sega_m,Sharqia,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Entry Level (Junior Level / Fresh Grad),1,2,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Information Technology (It), System Admin, Ms Active Directory, Backup Solutions, Recovery, Technical Support, Lan, Wlan']",,8,IT/Software Development | Engineering - Telecom/Technology
SAP PP Consultant,Arab Otsuka Nutraceuticals,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Entry Level (Junior Level / Fresh Grad),1,3,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Problem Solving, Sap']","Communication, Time Management",2,IT/Software Development
Business Analyst,Confidential,Cairo,True,2026-02-18 00:00:00,60,IT/Software,Analyst/Research,Data/Analytics,Experienced (Non-Manager),7,7,Bachelor's Degree,Full Time,Fully Remote,True,False,False,True,False,False,False,,,,,,,"['Business Architecture, Scrum, Agile, Integrate System, Brds, Frds, Business Administration, Business Development, Business Analysis']",,9,IT/Software Development | Analyst/Research
"Software Developer (.Net Core, SQL & Typescript)",BI-Technologies,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),1,3,Bachelor's Degree,Full Time,Hybrid,True,False,False,False,True,False,False,,,,,,,"['Asp.Net, .Net, Information Technology (It), Full Stack, Computer Engineering, Database Design, Data Modeling, Process Modeling, Erp, Dfd, Css3, Javascript, Html5, Jquery, Angular, Ado.Net, Entity Framework, Solid, Solidworks, Html, Programming, Sql, Microsoft Sql Server, Design']",,24,IT/Software Development
Software Developer,Qanawat,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Entry Level (Junior Level / Fresh Grad),1,2,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Dotnetnuke, .Net, .Net Framework, React, Sql Server, Azure Devops Server']",,6,IT/Software Development | Engineering - Telecom/Technology
Technical Office Engineer,MOMENTUM,Giza,False,2026-02-18 00:00:00,60,Engineering,Engineering - Construction/Civil/Architecture,Other IT,Experienced (Non-Manager),3,7,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,['Technical Office Engineering'],,1,Engineering - Construction/Civil/Architecture | IT/Software Development | Engineering - Telecom/Technology
Junior Andriod Developer,Al Ahly Momkn for e-payment,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),2,2,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Android Sdk, Kotlin, Android Native, Sw Development, Program Development, Web Development']",,6,IT/Software Development
IT Technical Support,QNB Life Insurance,Giza,False,2026-02-18 00:00:00,60,Installation/Maintenance/Repair,Installation/Maintenance/Repair,Field/Support IT,Entry Level (Junior Level / Fresh Grad),2,4,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Windows Os Troubleshooting, Active Directory (Ad), Itil, Group Policy Management (Gpo), Tcp/Ip & Subnetting, Sla Awareness, Categorization & Prioritization, Remote Assistance, Multitasking, Communication']",Problem Solving,10,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology
Software Project Coordinator,MTS-IT,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Project/Program Management,IT Management,Experienced (Non-Manager),1,3,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Microsoft Project, Information Technology (It), Sdlc, Software Development']",Project Management,4,IT/Software Development | Project/Program Management
Senior Software Developers Java/Angular,MTS-IT,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),5,5,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Angular, Full Stack, Information Technology (It), Css, Spring Framework, Java Se, Micro Services, Postgresql']",,8,IT/Software Development | Engineering - Telecom/Technology
Senior Developer – Microsoft Dynamics 365 F&O,Eagle Chemicals,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,5,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['C# And .Net Framework, Ssrs Reporting, Microsoft Azure, Power Platform (Power Automate, Power Bi), X++ Development, Microsoft Dynamics Ax 2012']",,7,IT/Software Development
Head Of E-commerce & Digital Growth,Confidential,Cairo,False,2026-02-18 00:00:00,60,Business,Business Development,IT Sales,"Senior Management (CEO, GM, Director, Head)",5,10,Bachelor's Degree,Full Time,Fully Remote,True,False,False,True,False,False,True,200.0,300.0,10180.0,15270.0,USD,Month,"['Commercial & Revenue Skills, E-Commerce Operations & Fulfilment, Product & Merchandising Skills, Digital Marketing & Growth Skills, Data & Analytics Skills, Technology & Systems Understanding, Leadership & Execution Skills, Team Building, Catalog Management, Customer Acquisition, Inventory Management, Social Media Marketing (Facebook, Tiktok), Performance Analysis, Data Accuracy, Customer Satisfaction']",,16,Business Development | IT/Software Development | Sales/Retail
IT -Technical Support Engineer,NAGADA,Giza,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),2,5,Bachelor's Degree,Part Time,Hybrid,False,True,False,False,True,False,True,6000.0,7000.0,6000.0,7000.0,EGP,Month,"['Windows, Computer Maintenance, Surveillance Cameras, Nvr, Dvr, Database Systems, Information Technology (It), Technical Support']",,8,IT/Software Development
Odoo Implementer,Digizilla,Cairo,False,2026-02-18 00:00:00,60,Accounting/Finance,Accounting/Finance,IT Finance/ERP,Entry Level (Junior Level / Fresh Grad),1,3,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Odoo Erp, Erp Implementation, Buiness Process Analysis, User Training, Client Support, Documentation']","Communication, Problem Solving",6,Accounting/Finance | IT/Software Development
"Full time Senior ASP Net Core, Blazor Developer",Sinmar Soft,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Project/Program Management,IT Management,Experienced (Non-Manager),4,10,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Blazor, Mvc, Asp.Net Core, C#.Net, Asp.Net Mvc 5']",,5,IT/Software Development | Project/Program Management | Engineering - Telecom/Technology
Senior Full Stack Developer,Confidential,Cairo,True,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,7,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Mern Stack, React, Next.Js, Node.Js, Mongodb, Express.Js, Javascript, Restful Apis, Git, Agile Methodologies, Problem-Solving, Postgresql']","Communication, Teamwork",12,IT/Software Development
SW Product Manager,Ignite Bytes,Giza,False,2026-02-18 00:00:00,60,IT/Software,Project/Program Management,IT Management,Manager,6,8,Bachelor's Degree,Full Time,Hybrid,True,False,False,False,True,False,True,100000.0,110000.0,100000.0,110000.0,EGP,Month,"['Product Management, User Experience (Ux), Web Applications, Product Design, Product Development, Experiential Learning, Business Analysis']",,7,IT/Software Development | Project/Program Management
System Administrator,Cairoscan,Giza,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),6,8,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['System Admin, Windows Server, Infrastructure As A Service, Ris, Lis, Pacs, Computer Science']",,7,IT/Software Development | Engineering - Telecom/Technology
IT Support Specialist,Cairoscan,Giza,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,6,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Technical Support, Hardware Support, Ris, His, Lan, Wan']",,6,IT/Software Development | Engineering - Telecom/Technology
Chief Information Officer,Confidential,Cairo,True,2026-02-18 00:00:00,60,IT/Software,Sales/Retail,IT Sales,"Senior Management (CEO, GM, Director, Head)",20,20,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Miscrosoft Technologies, It Policies, Artificial Intelligence (Ai)']",,3,IT/Software Development | Sales/Retail | Engineering - Telecom/Technology
Oracle Developer,PACHIN FOR PAINTS,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),5,10,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Computer Science, Oracle, Pl/Sql, Sql, Toad, Dot.Net, Data Migration, English, Ocp, Itil']",,10,IT/Software Development
Senior .NET Developer,SURE International Technology,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),5,8,No Degree Requirement Listed,Full Time,Hybrid,True,False,False,False,True,False,False,,,,,,,"['.Net, .Net Core, Dotnet, Dot Net, Asp.Net, Restful Apis, Sql Server, Entity Framework, Agile Development, Microservices, Azure Devops, Problem-Solving, Communication']",,13,IT/Software Development | Engineering - Telecom/Technology
Data Analyst,Top Chef,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Analyst/Research,Data/Analytics,Experienced (Non-Manager),2,4,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Data Analysis, Microsoft Excel, Power Bi, Pivottables, Sql, Data Visualization, Statistical Analysis, Data Modeling, Report Generation, Problem-Solving, Critical Thinking']",Communication Skills,11,IT/Software Development | Analyst/Research | Engineering - Telecom/Technology
AI Engineer – LLM & Fine-Tuning Specialist,Advanced control,Giza,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,7,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Python, Pytorch, Tensorflow, Llms, Lora, Peft, Llm Fine-Tuning, Prompt Engineering, Retrieval-Augmented Generation, Embeddings, Semantic Search, Langchain, Llamaindex, Vector Databases, Faiss, Pinecone, Weaviate']",,17,IT/Software Development
Software Engineer - Python,Agency,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,7,Bachelor's Degree,Full Time,Fully Remote,True,True,False,True,False,False,False,,,,,,,"['Python, Ai Agents, Ai Evaluator, Llm Evaluation, Data Annotation, Data Annotator, Software Development']",,7,IT/Software Development | Engineering - Telecom/Technology
Software Development Project Manager,Qanawat,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Project/Program Management,IT Management,Manager,5,10,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['.Net Framework, .Net Development, Sql Server, Ssis, Azure, Agile Methodologies, Delivery Management, Automation Systems, System Architecture']",Project Management,9,IT/Software Development | Project/Program Management | Engineering - Telecom/Technology
RPA: Mid Automation QA Engineer (C#),Vertex Technologies,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Quality,QA/Testing,Experienced (Non-Manager),2,2,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Automation Testing, Manual Testing, Selenium, Reqnroll, Automation, Automatic Control']",,6,IT/Software Development | Quality
Data Analyst,MINISO LIFE,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Analyst/Research,Data/Analytics,Experienced (Non-Manager),2,4,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Collect, Organize, And Analyze Data From Multiple Sources., Prepare Reports And Dashboards For Management., Provide Insights And Recommendations To Improve Performance And Support Decision-Making., Collaborate With Different Teams To Support Company Objectives., Bachelor’S Degree In Statistics, Mathematics, Or A Related Field., Experience In Data Analysis And Using Bi Tools (Such As Excel, Power Bi, Or Tableau)., Strong Analytical Skills With The Ability To Interpret Data Accurately., Excellent Communication Skills.']",,14,IT/Software Development | Analyst/Research | Engineering - Telecom/Technology
Computer Science & Computer Engineering Fresh Graduates,Confidential,Cairo,True,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Entry Level (Junior Level / Fresh Grad),0,2,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Information Technology (It), Ibm Tools, Itsm, Sql, Db2, Ibm, Computer Engineering, Javascript, Software Analysis, Service Management, C++, .Net, Java, English, Business Intelligence, Itil']",,16,IT/Software Development | Engineering - Telecom/Technology
Junior Software Engineer,MegaSoft,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Entry Level (Junior Level / Fresh Grad),0,2,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['C++, .Net, Java, Sql, Network, Server Operating Systems, Information Technology (It), Javascript, Implementation, Networking, Networks, Telecommunication, Ibm, Service Management, English, Itil, Business Intelligence, Computer Engineering, Red Hat']",,19,IT/Software Development | Engineering - Telecom/Technology
Product Manager,Comtec,Cairo,False,2026-02-18 00:00:00,60,Engineering,Engineering - Construction/Civil/Architecture,Other IT,Experienced (Non-Manager),3,7,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Electronics Engineering, Communication Engineering, Power Engineering, Marketing Research, English Education']",,5,Engineering - Construction/Civil/Architecture | IT/Software Development | Marketing/PR/Advertising
